week,AFR,AMR,EMR,EUR,SEAR,WPR
2020-12-14,-0.31953054941173753,3.8761396168192492,0.48372703183420696,14.66843936642895,0.4527731914750757,3.730408427356529
2020-12-21,0.07408760209529315,15.841548269451655,2.9200633710832755,54.12867346446823,2.094810009861232,11.64678307562281
2020-12-28,0.3782688530262489,17.94947270523776,3.5097594126218823,60.089839613808266,2.4256672394790453,12.428911512728021
2021-01-04,1.196710992403739,23.398998465360105,5.056182152872609,75.36578444586225,3.2866941461759764,14.36730982258633
2021-01-11,0.1803826042572642,20.71535182353948,3.875514420230488,70.42969525978778,2.7540837868469934,15.01224628906886
2021-01-18,0.13130845772473354,19.44966444508583,3.61271853875464,66.28700604862901,2.5790740119625903,14.194259420606096
2021-01-25,0.10947037552302627,18.472437449848325,3.420785851910365,63.0207684233023,2.446792631948524,13.520833782306582
2021-02-01,-0.3495250825719264,12.527302957961233,2.0302417444625185,44.52558170540832,1.5842860906714953,10.274538282563112
2021-02-08,0.18342600364279577,15.977100391269994,3.0193394443600847,54.13335849706794,2.1319829552376257,11.462928021362371
2021-02-15,0.3112591055502149,16.182859523361312,3.143971824911337,54.30131264010563,2.18165643553902,11.283309567239819
2021-02-22,0.3608461254911482,18.363045170919765,3.5727642509663515,61.58460845020374,2.476928559671801,12.78345705112016
2021-03-01,0.3824955863471555,19.55639217574778,3.803714551048491,65.59436082189826,2.637576237268543,13.618903260338323
2021-03-08,0.4299168471551313,20.682072560971033,4.040020910734697,69.26287257649439,2.7938954290390217,14.336559473688984
2021-03-15,2.18342264366768,23.485241416152782,5.746133313494289,71.500535805077,3.4727430995388335,11.85831130421263
2021-03-22,0.8073342238446897,24.725664716206037,5.030381113387845,81.56727858808729,3.3920809219519112,16.37440252615447
2021-03-29,2.470967211243317,31.512262233392242,7.396604810042637,97.87346899192859,4.578465583217016,17.10777725594533
2021-04-05,2.5883374391295226,25.20575993399175,6.334499685529422,75.70547905132025,3.7705292391789937,12.088167016454616
2021-04-12,6.425331166479736,27.46637011317798,9.366215451873506,67.29110178952574,4.747001936577928,3.7704346155768023
2021-04-19,4.529189288238109,24.31293744815812,7.499179546300112,64.45131305162406,3.9968707014568863,6.358905951340431
2021-04-26,3.338089363840489,19.58263650499981,5.8283538659869745,53.21881053841348,3.164368886630426,5.929992109372362
2021-05-03,3.0803441967085217,17.910278237152347,5.349288273996921,48.558661023939344,2.8989705193420625,5.352296282266775
2021-05-10,2.40792512586396,16.858346222669756,4.699209755394597,47.77963258931572,2.6416746634154142,6.3198254720404
2021-05-17,3.41231972078739,21.33689067655214,6.196837470683694,58.934410267038224,3.408034175187086,7.047524725848543
2021-05-24,2.947832424867198,21.683622852772693,5.942206421933082,62.08504961914116,3.3713509443564873,8.518109136315836
2021-05-31,2.114384674224616,16.581322918031905,4.44842282170568,48.065671780817794,2.5532949367470312,6.878364607896359
2021-06-07,1.701417938517418,15.740545341149987,4.013903997812715,46.91801153299833,2.369687225038193,7.327029811297686
2021-06-14,3.1562047965346696,15.587870000244711,4.98046690428921,40.257504671837445,2.6072222232655475,3.4186695626661625
2021-06-21,3.603924813389105,14.84274397048203,5.151476635985918,35.80846180970576,2.5885847214003834,1.6940555889011497
2021-06-28,3.9311565464019145,17.415843986254096,5.841184396238487,43.27103338933016,2.984650834826478,2.76373910406052
2021-07-05,4.954299202617146,35.657030559987746,9.84449680430327,101.64350867427933,5.562838481126546,13.728773726225079
2021-07-12,5.17197765574795,38.67997339421285,10.540816127566588,111.11407294970711,5.998618633002206,15.420398336111925
2021-07-19,4.034903298085223,27.29687747385087,7.701869760917924,76.7906765516197,4.3014587948529925,9.87826437141725
2021-07-26,4.251345537585071,25.664670659032744,7.554141869130225,70.26854213326955,4.125300490024102,8.093842909733914
2021-08-02,3.1164183933945395,22.404884935170713,6.1880644873043265,63.85270155663938,3.495981223662872,8.61749071893769
2021-08-09,2.841534899586318,30.153829153624713,7.403797486447432,91.64213542879219,4.465573917082042,15.125998176582641
2021-08-16,1.6679070726931882,45.433386020238224,9.369362956043178,149.10192760039638,6.265602593642342,29.606931881516402
2021-08-23,2.0166220835106676,46.8741488793923,9.868648720511668,152.58249359911224,6.516675624479713,29.774272987519854
2021-08-30,5.766829265311228,43.77516602291962,11.87025310716332,126.11534738255119,6.773492716366425,17.677116840404036
2021-09-06,4.605051291854533,37.35776028627937,9.91387560369393,108.96126080916146,5.724485416761693,15.910781742643893
2021-09-13,4.118504926086631,36.33305024749646,9.395755359769158,107.49183241872154,5.503679010082101,16.41387945432332
2021-09-20,2.112713110207054,42.35176850758466,9.11516495216063,136.6355756047833,5.939417623708089,26.143618437477755
2021-09-27,3.7121348618468706,40.94152565328119,9.952785662881372,125.0432820241676,6.037309715781336,20.918124820843225
2021-10-04,3.3273469789631736,28.117149961586318,7.366896538053756,82.59387389395766,4.283962124788725,12.336725752800401
2021-10-11,1.3602098007813737,25.68987553119232,5.582873055603701,82.54903978785507,3.6166821484760527,15.653093385957366
2021-10-18,1.0829112360598552,28.468607457993876,5.896684875962418,93.2680010121947,3.932726188367806,18.453150775163135
2021-10-25,3.847331766420628,33.842406862847916,8.759294288149524,100.07619475738495,5.128374514793949,15.259617063799265
2021-11-01,4.03436624705257,28.128037424599043,7.8520534352455496,79.64931047448566,4.410583991077024,10.500876046312829
2021-11-08,7.437859509440177,47.16719943834989,13.626663752013078,130.72456105726047,7.515117490086562,15.854093149478917
2021-11-15,4.023553991151889,40.40037712715371,10.067592962723866,121.87010256338438,6.021341641020887,19.70145241938742
