continent,who_region,country,week,new_cases_per_100k,pfv_per_hundred,population
Africa,AFR,Algeria,2021-08-16,1.526033013,1.5937854,45477391.0
Africa,AFR,Algeria,2021-08-30,0.864165669,6.5966845,45477391.0
Africa,AFR,Algeria,2021-09-20,0.365016542,8.868015,45477391.0
Africa,AFR,Algeria,2021-10-18,0.147325954,10.449001,45477391.0
Africa,AFR,Algeria,2021-10-25,0.2165911405,10.5676125,45477391.0
Africa,AFR,Algeria,2021-11-01,0.250674011,10.713258,45477391.0
Africa,AFR,Algeria,2021-11-08,0.238580089,10.805073499999999,45477391.0
Africa,AFR,Algeria,2021-11-15,0.316640856,11.650941,45477391.0
Africa,AFR,Algeria,2021-11-22,0.32213809299999996,11.713784,45477391.0
Africa,AFR,Algeria,2021-11-29,0.4001988595,11.842827,45477391.0
Africa,AFR,Algeria,2021-12-13,0.461767915,12.214206,45477391.0
Africa,AFR,Algeria,2021-12-20,0.534331444,12.333689,45477391.0
Africa,AFR,Algeria,2022-01-03,0.936729198,12.745745,45477391.0
Africa,AFR,Algeria,2022-02-07,1.103845205,13.201151,45477391.0
Africa,AFR,Algeria,2022-02-14,0.551922603,13.361083,45477391.0
Africa,AFR,Algeria,2022-03-07,0.057171266,13.436813,45477391.0
Africa,AFR,Algeria,2022-04-18,0.014292816,14.251447,45477391.0
Africa,AFR,Algeria,2022-04-25,0.002198895,14.251447,45477391.0
Africa,AFR,Algeria,2022-08-29,0.046176791,14.251447,45477391.0
Africa,AFR,Angola,2021-05-10,0.760487686,0.11279632,35635028.0
Africa,AFR,Angola,2021-05-17,0.5233614520000001,0.28310065,35635028.0
Africa,AFR,Angola,2021-05-24,0.869930564,0.5526304,35635028.0
Africa,AFR,Angola,2021-05-31,0.521958338,0.6459403,35635028.0
Africa,AFR,Angola,2021-06-07,0.326925518,1.1552313,35635028.0
Africa,AFR,Angola,2021-06-14,0.3114912665,1.4116153,35635028.0
Africa,AFR,Angola,2021-06-21,0.359197136,1.4692847,35635028.0
Africa,AFR,Angola,2021-06-28,0.078574374,1.5293688,35635028.0
Africa,AFR,Angola,2021-07-05,0.162761202,1.5762243,35635028.0
Africa,AFR,Angola,2021-07-12,0.216079527,1.6832539,35635028.0
Africa,AFR,Angola,2021-07-19,0.275010307,1.7796085,35635028.0
Africa,AFR,Angola,2021-08-02,0.294653901,1.9927387,35635028.0
Africa,AFR,Angola,2021-08-09,0.196435934,2.0278082,35635028.0
Africa,AFR,Angola,2021-08-16,0.3283286325,2.0423837999999996,35635028.0
Africa,AFR,Angola,2021-08-23,0.740844093,2.0513804,35635028.0
Africa,AFR,Angola,2021-08-30,0.597726484,2.583329,35635028.0
Africa,AFR,Angola,2021-09-06,0.883961702,2.6896372,35635028.0
Africa,AFR,Angola,2021-09-13,0.277816535,2.760169,35635028.0
Africa,AFR,Angola,2021-09-20,1.445207227,2.8251193,35635028.0
Africa,AFR,Angola,2021-10-04,0.996210807,3.3982546,35635028.0
Africa,AFR,Angola,2021-10-11,0.979373441,3.6204603,35635028.0
Africa,AFR,Angola,2021-10-18,0.3339410875,4.17027045,35635028.0
Africa,AFR,Angola,2021-10-25,0.193629706,4.6750264,35635028.0
Africa,AFR,Angola,2021-11-01,0.0940086255,5.302611199999999,35635028.0
Africa,AFR,Angola,2021-11-08,0.186614137,5.6234193,35635028.0
Africa,AFR,Angola,2021-11-15,0.0589307805,6.9237718,35635028.0
Africa,AFR,Angola,2021-11-22,0.078574374,7.7459345,35635028.0
Africa,AFR,Angola,2021-11-29,0.042093414,8.622065,35635028.0
Africa,AFR,Angola,2021-12-06,0.064543235,9.2550745,35635028.0
Africa,AFR,Angola,2021-12-13,0.126280243,9.987479,35635028.0
Africa,AFR,Angola,2021-12-20,3.499365849,10.498799,35635028.0
Africa,AFR,Angola,2021-12-27,12.20849328,11.027708,35635028.0
Africa,AFR,Angola,2022-01-03,4.3777150955,11.4610405,35635028.0
Africa,AFR,Angola,2022-01-10,2.1130894015,11.9374395,35635028.0
Africa,AFR,Angola,2022-01-17,0.634207443,12.740408,35635028.0
Africa,AFR,Angola,2022-01-24,0.249754259,13.278693,35635028.0
Africa,AFR,Angola,2022-01-31,0.420934144,13.6944895,35635028.0
Africa,AFR,Angola,2022-02-07,0.042093414,14.278757,35635028.0
Africa,AFR,Angola,2022-02-14,0.050512097,14.811511,35635028.0
Africa,AFR,Angola,2022-02-21,0.056124553,15.289459,35635028.0
Africa,AFR,Angola,2022-02-28,0.014031138,15.740254,35635028.0
Africa,AFR,Angola,2022-03-07,0.037884073,15.99456,35635028.0
Africa,AFR,Angola,2022-03-14,0.081380601,16.524862,35635028.0
Africa,AFR,Angola,2022-03-21,0.064543235,16.819944,35635028.0
Africa,AFR,Angola,2022-03-28,0.086993056,17.194141,35635028.0
Africa,AFR,Angola,2022-04-25,0.014031138,17.757547,35635028.0
Africa,AFR,Angola,2022-05-16,0.266591624,18.395498,35635028.0
Africa,AFR,Angola,2022-05-30,1.422757406,19.113968,35635028.0
Africa,AFR,Angola,2022-06-20,0.086993056,20.000633,35635028.0
Africa,AFR,Angola,2022-06-27,0.053318325,20.279387,35635028.0
Africa,AFR,Angola,2022-07-11,0.185211023,20.749062,35635028.0
Africa,AFR,Angola,2022-07-18,0.296057014,20.987728,35635028.0
Africa,AFR,Angola,2022-08-01,0.24273869,21.434671,35635028.0
Africa,AFR,Angola,2022-08-08,0.405499892,21.645988,35635028.0
Africa,AFR,Angola,2022-08-22,0.234320007,21.876734,35635028.0
Africa,AFR,Angola,2022-08-29,0.103830422,21.928202,35635028.0
Africa,AFR,Angola,2022-09-26,0.17679234,21.928202,35635028.0
Africa,AFR,Angola,2022-10-03,0.096814853,21.928202,35635028.0
Africa,AFR,Angola,2022-10-10,0.220288869,21.928202,35635028.0
Africa,AFR,Angola,2022-10-17,0.41953103,21.928202,35635028.0
Africa,AFR,Angola,2022-10-24,0.749262776,21.928202,35635028.0
Africa,AFR,Angola,2022-11-07,0.558439297,21.928202,35635028.0
Africa,AFR,Angola,2022-11-14,0.392871868,21.928202,35635028.0
Africa,AFR,Angola,2022-11-21,0.019643593,21.928202,35635028.0
Africa,AFR,Angola,2022-11-28,0.150133178,22.994162,35635028.0
Africa,AFR,Angola,2022-12-12,0.022449821,23.162247,35635028.0
Africa,AFR,Angola,2022-12-26,0.067349463,23.31039,35635028.0
Africa,AFR,Angola,2023-02-13,0.043496528,23.580183,35635028.0
Africa,AFR,Angola,2023-02-20,0.04770587,23.864645,35635028.0
Africa,AFR,Angola,2023-02-27,0.046302756,23.864645,35635028.0
Africa,AFR,Angola,2023-03-06,0.02946539,24.065914,35635028.0
Africa,AFR,Angola,2023-03-13,0.039287187,24.163023,35635028.0
Africa,AFR,Angola,2023-03-20,0.035077845,24.221783,35635028.0
Africa,AFR,Angola,2023-03-27,0.02946539,24.2868,35635028.0
Africa,AFR,Angola,2023-04-03,0.030868504,24.372019,35635028.0
Africa,AFR,Angola,2023-04-10,0.056124553,24.458834,35635028.0
Africa,AFR,Angola,2023-04-17,0.223562801,24.554556,35635028.0
Africa,AFR,Angola,2023-04-24,0.360132545,24.658564,35635028.0
Africa,AFR,Angola,2023-05-01,0.416724802,24.754885,35635028.0
Africa,AFR,Angola,2023-05-15,0.193629706,24.754885,35635028.0
Africa,AFR,Angola,2023-06-12,0.028062276,25.285791,35635028.0
Africa,AFR,Angola,2023-07-17,0.008418683,25.843325,35635028.0
Africa,AFR,Angola,2023-08-14,0.005612455,26.294022,35635028.0
Africa,AFR,Angola,2023-09-11,0.014031138,26.58273,35635028.0
Africa,AFR,Angola,2023-10-16,0.004209341,26.866955,35635028.0
Africa,AFR,Angola,2023-11-13,0.192226592,26.915098,35635028.0
Africa,AFR,Angola,2023-12-25,0.579486005,26.965265,35635028.0
Africa,AFR,Benin,2021-05-17,0.268904983,0.0030379,13759507.0
Africa,AFR,Benin,2021-06-07,0.196227961,0.034812294,13759507.0
Africa,AFR,Benin,2021-06-28,0.214397216,0.0720956,13759507.0
Africa,AFR,Benin,2021-07-12,0.163523301,0.089341864,13759507.0
Africa,AFR,Benin,2021-07-19,0.545077669,0.10544709,13759507.0
Africa,AFR,Benin,2021-08-02,1.555288282,0.15556517,13759507.0
Africa,AFR,Benin,2021-10-11,1.246410936,1.3587042,13759507.0
Africa,AFR,Benin,2021-10-25,0.457865242,1.5076121,13759507.0
Africa,AFR,Benin,2021-11-01,0.283440388,1.7056279,13759507.0
Africa,AFR,Benin,2021-11-08,0.167157152,1.9295822,13759507.0
Africa,AFR,Benin,2021-11-15,0.083578576,2.163784,13759507.0
Africa,AFR,Benin,2021-11-29,0.094480129,4.7410927,13759507.0
Africa,AFR,Benin,2021-12-06,0.15988945,7.0478215,13759507.0
Africa,AFR,Benin,2021-12-20,0.497837604,8.71859,13759507.0
Africa,AFR,Benin,2021-12-27,0.792179545,9.588018,13759507.0
Africa,AFR,Benin,2022-01-03,3.473961676,10.330617,13759507.0
Africa,AFR,Benin,2022-01-17,1.504414366,11.8137665,13759507.0
Africa,AFR,Benin,2022-01-31,0.370652815,12.847445,13759507.0
Africa,AFR,Benin,2022-02-21,0.083578576,14.636011,13759507.0
Africa,AFR,Benin,2022-03-07,0.094480129,16.09307,13759507.0
Africa,AFR,Benin,2022-04-04,0.043606214,18.318695,13759507.0
Africa,AFR,Benin,2022-04-25,0.0545077665,19.0465765,13759507.0
Africa,AFR,Benin,2022-05-02,0.236200323,19.08008,13759507.0
Africa,AFR,Benin,2022-05-16,0.650459351,19.100357,13759507.0
Africa,AFR,Benin,2022-08-08,0.708600969,19.511906,13759507.0
Africa,AFR,Benin,2022-09-12,0.523274562,19.545628,13759507.0
Africa,AFR,Benin,2022-09-26,0.58141618,19.553877,13759507.0
Africa,AFR,Benin,2022-10-10,0.763108736,19.560389,13759507.0
Africa,AFR,Benin,2022-10-31,0.036338511,19.570738,13759507.0
Africa,AFR,Benin,2022-12-12,0.014535405,19.934122,13759507.0
Africa,AFR,Botswana,2021-06-14,83.415474845,1.4658008,2439895.0
Africa,AFR,Botswana,2021-06-21,75.98687648500001,3.08138265,2439895.0
Africa,AFR,Botswana,2021-06-28,70.26941733,3.9265418499999996,2439895.0
Africa,AFR,Botswana,2021-07-05,134.23391852,4.454973033333333,2439895.0
Africa,AFR,Botswana,2021-07-12,240.7685577,4.760328,2439895.0
Africa,AFR,Botswana,2021-07-19,222.81696549999998,4.909453,2439895.0
Africa,AFR,Botswana,2021-07-26,226.74131465,5.159791800000001,2439895.0
Africa,AFR,Botswana,2021-08-02,322.09377865,5.352771499999999,2439895.0
Africa,AFR,Botswana,2021-08-09,264.28391385,6.30807875,2439895.0
Africa,AFR,Botswana,2021-08-23,124.6979891,7.4561405,2439895.0
Africa,AFR,Botswana,2021-08-30,107.7710311,8.512457,2439895.0
Africa,AFR,Botswana,2021-09-06,70.8637052,8.951942,2439895.0
Africa,AFR,Botswana,2021-09-13,166.8924277,9.096293,2439895.0
Africa,AFR,Botswana,2021-09-20,87.33982405,9.287531,2439895.0
Africa,AFR,Botswana,2021-09-27,43.99779499,9.622422,2439895.0
Africa,AFR,Botswana,2021-10-04,21.59929013,10.064326,2439895.0
Africa,AFR,Botswana,2021-10-11,57.37951838,10.584882,2439895.0
Africa,AFR,Botswana,2021-10-18,39.63285305,10.814072,2439895.0
Africa,AFR,Botswana,2021-10-25,26.55851994,10.9665785,2439895.0
Africa,AFR,Botswana,2021-11-01,126.3988819,12.553819,2439895.0
Africa,AFR,Botswana,2021-11-08,13.93502589,14.64063,2439895.0
Africa,AFR,Botswana,2021-12-27,104.266782,42.377686,2439895.0
Africa,AFR,Botswana,2022-01-17,128.4481504,44.226864,2439895.0
Africa,AFR,Botswana,2022-02-07,68.11768539,46.0976,2439895.0
Africa,AFR,Botswana,2022-02-14,41.74359962,46.279247,2439895.0
Africa,AFR,Botswana,2022-02-21,3.811639435,47.65922,2439895.0
Africa,AFR,Botswana,2022-02-28,0.614780554,50.336758,2439895.0
Africa,AFR,Botswana,2022-03-07,0.327882962,51.766205,2439895.0
Africa,AFR,Botswana,2022-03-21,0.327882962,52.975273,2439895.0
Africa,AFR,Botswana,2022-04-25,9.0987522,54.652473,2439895.0
Africa,AFR,Botswana,2022-05-02,13.03334775,54.906094,2439895.0
Africa,AFR,Botswana,2022-05-16,86.25371174,55.27545,2439895.0
Africa,AFR,Botswana,2022-08-29,0.061478055,56.30316,2439895.0
Africa,AFR,Botswana,2022-09-05,0.04098537,56.368492,2439895.0
Africa,AFR,Botswana,2022-09-26,0.04098537,56.487267,2439895.0
Africa,AFR,Botswana,2022-11-07,0.409853703,57.89167,2439895.0
Africa,AFR,Botswana,2022-11-14,5.451054246,57.89167,2439895.0
Africa,AFR,Botswana,2022-11-21,6.352732392,58.363987,2439895.0
Africa,AFR,Botswana,2022-11-28,11.96772812,58.403538,2439895.0
Africa,AFR,Botswana,2022-12-12,14.30389422,58.447186,2439895.0
Africa,AFR,Botswana,2022-12-26,8.934810719,58.522312,2439895.0
Africa,AFR,Botswana,2023-01-30,5.778937208,58.991184,2439895.0
Africa,AFR,Botswana,2023-02-13,2.131239254,66.71459,2439895.0
Africa,AFR,Botswana,2023-02-27,0.450839073,67.16843,2439895.0
Africa,AFR,Botswana,2023-03-06,0.881185461,67.25588,2439895.0
Africa,AFR,Botswana,2023-03-13,0.922170831,67.56135,2439895.0
Africa,AFR,Botswana,2023-03-20,0.737736665,67.78792,2439895.0
Africa,AFR,Botswana,2023-04-03,0.163941481,68.02284,2439895.0
Africa,AFR,Botswana,2023-04-24,0.163941481,68.12326,2439895.0
Africa,AFR,Botswana,2023-05-01,0.245912222,68.17876,2439895.0
Africa,AFR,Botswana,2023-12-25,0.163941481,68.17876,2439895.0
Africa,AFR,Burkina Faso,2021-08-30,0.039983939,0.058967423,22509038.0
Africa,AFR,Burkina Faso,2021-09-06,0.035541279,0.45434195,22509038.0
Africa,AFR,Burkina Faso,2021-09-20,0.071082558,0.7469933,22509038.0
Africa,AFR,Burkina Faso,2021-10-04,0.164378415,0.92848927,22509038.0
Africa,AFR,Burkina Faso,2021-10-18,0.315428851,1.2351305,22509038.0
Africa,AFR,Burkina Faso,2021-10-25,0.688612281,1.3204962,22509038.0
Africa,AFR,Burkina Faso,2021-11-01,0.844105377,1.3204962,22509038.0
Africa,AFR,Burkina Faso,2021-11-22,1.07956635,1.4383867,22509038.0
Africa,AFR,Burkina Faso,2021-12-13,1.568258937,1.4846126,22509038.0
Africa,AFR,Burkina Faso,2021-12-20,1.634898835,2.884708,22509038.0
Africa,AFR,Burkina Faso,2022-01-03,2.767777104,3.2251577,22509038.0
Africa,AFR,Burkina Faso,2022-01-10,0.806342768,3.429267,22509038.0
Africa,AFR,Burkina Faso,2022-02-14,0.077006105,5.0544806,22509038.0
Africa,AFR,Burkina Faso,2022-02-21,0.12735625,5.086872,22509038.0
Africa,AFR,Burkina Faso,2022-02-28,0.122173147,5.1204944,22509038.0
Africa,AFR,Burkina Faso,2022-03-14,0.073303888,5.25105735,22509038.0
Africa,AFR,Burkina Faso,2022-04-04,0.059975908,5.523417,22509038.0
Africa,AFR,Burkina Faso,2022-04-25,0.075525218,6.8379245,22509038.0
Africa,AFR,Burkina Faso,2022-05-02,0.207694349,6.839275,22509038.0
Africa,AFR,Burkina Faso,2022-05-16,0.35319146,6.8691072,22509038.0
Africa,AFR,Burkina Faso,2022-05-30,0.498688571,6.908678,22509038.0
Africa,AFR,Burkina Faso,2022-06-13,0.553851598,6.908678,22509038.0
Africa,AFR,Burkina Faso,2022-06-20,0.463517514,6.908958,22509038.0
Africa,AFR,Burkina Faso,2022-07-11,0.669730977,7.287513,22509038.0
Africa,AFR,Burkina Faso,2022-08-15,0.966278523,7.5037146,22509038.0
Africa,AFR,Burkina Faso,2022-08-22,1.26282607,9.477944,22509038.0
Africa,AFR,Burkina Faso,2022-09-26,0.759694839,11.810722,22509038.0
Africa,AFR,Burkina Faso,2022-11-21,1.212846147,14.819616,22509038.0
Africa,AFR,Burkina Faso,2023-02-13,0.032209284,15.559465,22509038.0
Africa,AFR,Burkina Faso,2023-03-13,0.024434629,18.344872,22509038.0
Africa,AFR,Burkina Faso,2023-07-17,0.016659975,23.245539,22509038.0
Africa,AFR,Burundi,2021-11-08,0.12011018300000001,0.0013868975,13321102.0
Africa,AFR,Burundi,2021-11-15,0.073192143,0.0030965905,13321102.0
Africa,AFR,Burundi,2021-11-22,0.07006427366666666,0.005387442333333333,13321102.0
Africa,AFR,Burundi,2021-11-29,0.131370513,0.0071840905,13321102.0
Africa,AFR,Burundi,2021-12-06,0.476687289,0.013317217,13321102.0
Africa,AFR,Burundi,2021-12-13,1.636501244,0.015584297,13321102.0
Africa,AFR,Burundi,2021-12-20,6.11811245,0.02652183,13321102.0
Africa,AFR,Burundi,2022-01-10,0.855785054,0.04516143,13321102.0
Africa,AFR,Burundi,2022-01-31,0.698140439,0.05653436,13321102.0
Africa,AFR,Burundi,2022-03-28,0.097589524,0.07898746,13321102.0
Africa,AFR,Burundi,2022-04-25,1.861707838,0.08694476,13321102.0
Africa,AFR,Burundi,2022-05-02,1.711570109,0.09066817,13321102.0
Africa,AFR,Burundi,2022-05-16,0.165151502,0.0968013,13321102.0
Africa,AFR,Burundi,2022-05-30,0.57052337,0.10367761,13321102.0
Africa,AFR,Burundi,2022-06-13,0.427892527,0.10772382,13321102.0
Africa,AFR,Burundi,2022-06-20,0.435399414,0.110403776,13321102.0
Africa,AFR,Burundi,2022-07-04,0.694386996,0.11627416,13321102.0
Africa,AFR,Burundi,2022-07-11,1.392527435,0.11907423,13321102.0
Africa,AFR,Burundi,2022-07-18,2.387189889,0.12095095,13321102.0
Africa,AFR,Burundi,2022-08-01,2.830096189,0.12673126,13321102.0
Africa,AFR,Burundi,2022-08-08,2.950206372,0.12877312,13321102.0
Africa,AFR,Burundi,2022-08-15,1.253650036,0.13166328,13321102.0
Africa,AFR,Burundi,2022-08-22,0.345316776,0.13618994,13321102.0
Africa,AFR,Burundi,2022-08-29,1.171074285,0.13698566,13321102.0
Africa,AFR,Burundi,2022-09-05,1.719076995,0.14090426,13321102.0
Africa,AFR,Burundi,2022-09-12,0.517975165,0.14242065,13321102.0
Africa,AFR,Burundi,2022-09-26,0.12761707,0.15519737,13321102.0
Africa,AFR,Burundi,2022-10-03,0.304028901,0.16311714,13321102.0
Africa,AFR,Burundi,2022-10-10,0.285261685,0.17075914,13321102.0
Africa,AFR,Burundi,2022-10-17,0.213946264,0.1718101,13321102.0
Africa,AFR,Burundi,2022-10-24,0.243973809,0.17619413,13321102.0
Africa,AFR,Burundi,2022-10-31,0.390358095,0.17864138,13321102.0
Africa,AFR,Burundi,2022-11-14,1.043457215,0.19162078,13321102.0
Africa,AFR,Burundi,2022-11-21,1.801652746,0.197296,13321102.0
Africa,AFR,Burundi,2022-11-28,1.936776702,0.20265591,13321102.0
Africa,AFR,Burundi,2022-12-12,2.139462636,0.20987003,13321102.0
Africa,AFR,Burundi,2022-12-26,1.23488282,0.22324729,13321102.0
Africa,AFR,Burundi,2023-01-09,3.659607141,0.23045391,13321102.0
Africa,AFR,Burundi,2023-01-30,0.615564688,0.23890667,13321102.0
Africa,AFR,Burundi,2023-02-06,0.262741025,0.23985253,13321102.0
Africa,AFR,Burundi,2023-02-20,0.045041319,0.2440789,13321102.0
Africa,AFR,Burundi,2023-02-27,0.01126033,0.24600817,13321102.0
Africa,AFR,Burundi,2023-03-13,0.030027546,0.2494163,13321102.0
Africa,AFR,Burundi,2023-03-27,0.150137729,0.2532373,13321102.0
Africa,AFR,Burundi,2023-04-10,0.052548205,0.2555194,13321102.0
Africa,AFR,Burundi,2023-04-17,0.045041319,0.25726852,13321102.0
Africa,AFR,Burundi,2023-05-01,0.067561978,0.259453,13321102.0
Africa,AFR,Burundi,2023-05-08,0.041287875,0.27265763,13321102.0
Africa,AFR,Burundi,2023-06-05,0.750688644,0.27265763,13321102.0
Africa,AFR,Burundi,2023-07-17,0.067561978,0.27265763,13321102.0
Africa,AFR,Burundi,2023-08-14,0.010009182,0.27265763,13321102.0
Africa,AFR,Burundi,2023-08-21,0.012511477,0.27265763,13321102.0
Africa,AFR,Burundi,2023-10-30,0.007506886,0.27265763,13321102.0
Africa,AFR,Burundi,2023-12-25,0.063808535,0.27265763,13321102.0
Africa,AFR,Cameroon,2021-05-10,3.660508881,0.003267859,27632770.0
Africa,AFR,Cameroon,2021-05-17,4.8389104675,0.0094634015,27632770.0
Africa,AFR,Cameroon,2021-05-24,3.8057169075,0.024118103000000002,27632770.0
Africa,AFR,Cameroon,2021-05-31,3.477754854,0.04274273,27632770.0
Africa,AFR,Cameroon,2021-06-07,1.3869402165,0.05504877,27632770.0
Africa,AFR,Cameroon,2021-06-14,1.222280647,0.06484692,27632770.0
Africa,AFR,Cameroon,2021-06-21,1.342608794,0.07300028,27632770.0
Africa,AFR,Cameroon,2021-06-28,1.773256898,0.07958305,27632770.0
Africa,AFR,Cameroon,2021-07-12,1.832968609,0.10789002,27632770.0
Africa,AFR,Cameroon,2021-07-19,0.978457824,0.176971045,27632770.0
Africa,AFR,Cameroon,2021-07-26,1.054906909,0.18777704,27632770.0
Africa,AFR,Cameroon,2021-08-02,1.233137322,0.20212957,27632770.0
Africa,AFR,Cameroon,2021-08-09,1.355274915,0.22371264,27632770.0
Africa,AFR,Cameroon,2021-08-16,2.090211489,0.253678885,27632770.0
Africa,AFR,Cameroon,2021-08-23,2.6912490735,0.27653399,27632770.0
Africa,AFR,Cameroon,2021-08-30,2.659885346,0.285422,27632770.0
Africa,AFR,Cameroon,2021-09-06,4.041397225,0.291072885,27632770.0
Africa,AFR,Cameroon,2021-09-13,11.65041845,0.29681063,27632770.0
Africa,AFR,Cameroon,2021-09-20,13.28012598,0.30109903,27632770.0
Africa,AFR,Cameroon,2021-09-27,13.05696099,0.30343321,27632770.0
Africa,AFR,Cameroon,2021-10-04,11.03581002,0.30658165,27632770.0
Africa,AFR,Cameroon,2021-10-11,7.838519265,0.5125508599999999,27632770.0
Africa,AFR,Cameroon,2021-10-18,7.4877883525,0.554833965,27632770.0
Africa,AFR,Cameroon,2021-10-25,7.126803911,0.5819286,27632770.0
Africa,AFR,Cameroon,2021-11-01,5.393957970500001,0.5967280749999999,27632770.0
Africa,AFR,Cameroon,2021-11-08,1.8248261035,0.624492225,27632770.0
Africa,AFR,Cameroon,2021-11-15,2.185810543,0.940796,27632770.0
Africa,AFR,Cameroon,2021-11-22,1.7334490895,1.9374967,27632770.0
Africa,AFR,Cameroon,2021-11-29,1.366131589,2.1543841,27632770.0
Africa,AFR,Cameroon,2021-12-06,0.930055148,2.2205772,27632770.0
Africa,AFR,Cameroon,2021-12-13,0.863105653,2.2692115,27632770.0
Africa,AFR,Cameroon,2021-12-27,2.967491135,2.3871694,27632770.0
Africa,AFR,Cameroon,2022-01-10,9.564730572,2.4004724,27632770.0
Africa,AFR,Cameroon,2022-02-14,0.781680592,2.9210534,27632770.0
Africa,AFR,Cameroon,2022-02-21,0.555499865,2.9302094,27632770.0
Africa,AFR,Cameroon,2022-02-28,0.38903085,2.9423869,27632770.0
Africa,AFR,Cameroon,2022-03-07,0.314843572,2.944077,27632770.0
Africa,AFR,Cameroon,2022-03-21,0.403506416,3.7950013,27632770.0
Africa,AFR,Cameroon,2022-04-04,0.258750751,4.348949,27632770.0
Africa,AFR,Cameroon,2022-04-25,0.139327328,4.375631,27632770.0
Africa,AFR,Cameroon,2022-05-16,0.09951952,4.396128,27632770.0
Africa,AFR,Cameroon,2022-05-30,0.119423424,4.3988786,27632770.0
Africa,AFR,Cameroon,2022-06-13,0.15561234,4.402704,27632770.0
Africa,AFR,Cameroon,2022-07-04,0.126661207,4.4263353,27632770.0
Africa,AFR,Cameroon,2022-07-18,0.465027574,4.439142,27632770.0
Africa,AFR,Cameroon,2022-09-05,0.580832106,4.547883,27632770.0
Africa,AFR,Cameroon,2022-09-26,0.296749113,4.5657096,27632770.0
Africa,AFR,Cameroon,2022-10-03,0.256941306,4.5732512,27632770.0
Africa,AFR,Cameroon,2022-10-17,0.377571026,4.6431866,27632770.0
Africa,AFR,Cameroon,2022-10-24,0.516295206,4.6545424,27632770.0
Africa,AFR,Cameroon,2022-11-14,0.655019385,4.6997313,27632770.0
Africa,AFR,Cameroon,2022-11-21,,8.822977,27632770.0
Africa,AFR,Cameroon,2022-11-28,,9.878126,27632770.0
Africa,AFR,Cameroon,2023-02-20,0.385411958,10.465118,27632770.0
Africa,AFR,Cameroon,2023-03-06,0.246084631,10.477962,27632770.0
Africa,AFR,Cameroon,2023-03-27,0.17732569,11.121672,27632770.0
Africa,AFR,Cameroon,2023-04-10,0.180944581,11.207461,27632770.0
Africa,AFR,Cameroon,2023-05-01,0.085043953,11.246922,27632770.0
Africa,AFR,Cameroon,2023-06-05,0.011580453,11.36307,27632770.0
Africa,AFR,Cameroon,2023-07-17,0.012304232,11.38191,27632770.0
Africa,AFR,Cameroon,2023-07-31,0.01302801,11.3934,27632770.0
Africa,AFR,Cameroon,2023-09-11,,11.485074,27632770.0
Africa,AFR,Cameroon,2023-10-09,0.027141687,11.570632,27632770.0
Africa,AFR,Central African Republic,2021-09-20,0.098076946,0.19421197,5098038.0
Africa,AFR,Central African Republic,2021-09-27,0.117692336,0.19421197,5098038.0
Africa,AFR,Central African Republic,2021-10-11,0.058846168,0.19421197,5098038.0
Africa,AFR,Central African Republic,2021-10-18,0.196153893,5.6007624,5098038.0
Africa,AFR,Central African Republic,2021-11-01,0.034326931,6.311506550000001,5098038.0
Africa,AFR,Central African Republic,2021-11-15,0.156923114,6.315802,5098038.0
Africa,AFR,Central African Republic,2021-11-29,1.265192609,6.5693116,5098038.0
Africa,AFR,Central African Republic,2022-01-10,4.393847202,9.626978,5098038.0
Africa,AFR,Central African Republic,2022-01-17,0.529615511,9.909715,5098038.0
Africa,AFR,Central African Republic,2022-01-31,1.230865678,11.2231415,5098038.0
Africa,AFR,Central African Republic,2022-02-14,0.058846168,13.974925,5098038.0
Africa,AFR,Central African Republic,2022-02-21,1.686923479,14.485298,5098038.0
Africa,AFR,Central African Republic,2022-02-28,0.019615389,15.300592,5098038.0
Africa,AFR,Central African Republic,2022-03-07,0.039230779,16.172281,5098038.0
Africa,AFR,Central African Republic,2022-03-21,0.196153893,17.61354,5098038.0
Africa,AFR,Central African Republic,2022-04-25,0.107884641,19.391598,5098038.0
Africa,AFR,Central African Republic,2022-05-16,1.144231042,20.33286,5098038.0
Africa,AFR,Central African Republic,2022-05-30,2.249231306,20.4931,5098038.0
Africa,AFR,Central African Republic,2022-06-13,0.196153893,20.958338,5098038.0
Africa,AFR,Central African Republic,2022-06-27,0.255000061,23.621029,5098038.0
Africa,AFR,Central African Republic,2022-07-11,0.049038473,24.402212,5098038.0
Africa,AFR,Central African Republic,2022-07-18,0.068653863,24.430927,5098038.0
Africa,AFR,Central African Republic,2022-08-08,0.215769282,24.44462,5098038.0
Africa,AFR,Central African Republic,2022-08-22,0.058846168,25.269073,5098038.0
Africa,AFR,Central African Republic,2022-08-29,0.068653863,27.03589,5098038.0
Africa,AFR,Central African Republic,2022-09-05,0.078461557,27.40778,5098038.0
Africa,AFR,Central African Republic,2022-09-12,0.12750003,30.79775,5098038.0
Africa,AFR,Central African Republic,2022-09-19,0.019615389,30.948513,5098038.0
Africa,AFR,Central African Republic,2022-10-10,0.117692336,31.088608,5098038.0
Africa,AFR,Central African Republic,2022-10-17,0.039230779,31.702293,5098038.0
Africa,AFR,Central African Republic,2022-10-31,0.117692336,31.715044,5098038.0
Africa,AFR,Central African Republic,2022-11-07,0.088269252,31.715044,5098038.0
Africa,AFR,Central African Republic,2022-11-14,0.029423084,32.52836,5098038.0
