date,Africa,Asia,Europe,North America,Oceania,South America
2020-12-19,-0.5283130404059347,14.599120555039201,-50.2187331666122,0.31838307553870615,9.722551841864975,-7.742331129024193
2020-12-20,-0.3768423323746494,9.707468581183207,-32.47725854495095,3.509329747887608,11.076436389982545,-4.464671126116206
2020-12-21,-0.5367309285889699,17.648213429006386,-51.20470432571211,0.14104824535948157,9.647310569892884,-7.924484997353542
2020-12-22,-0.7581373469907425,18.230246048622927,-80.90971963688169,9.040752407746902,3.03423094416045,-13.904388526726292
2020-12-23,-0.7671171071401411,23.711936447127158,-81.43485998842219,8.561206540148326,3.600955489868113,-13.932710998619845
2020-12-24,-0.7578507497648368,20.284655428026042,-80.09143690158807,8.531411375071226,4.000826663466945,-13.650856606719788
2020-12-25,-0.7636715568321225,20.094597738703374,-81.7776923771753,9.101506744189352,2.714784404023934,-14.093408268048153
2020-12-26,-0.7622667080074442,19.667136202637856,-81.54089241574631,9.075305889597058,2.816104923137131,-14.040235899072732
2020-12-27,-0.9101365254226639,-0.754366094037968,171.81147541799857,-6.46619716073738,-5.387683112680376,-19.006086402421676
2020-12-28,-1.2247298515010165,-1.8514504327976395,88.64734943650046,-4.721562486437595,-10.75441970560333,-26.46899940143763
2020-12-29,-1.4656915248516382,13.686495239140248,3.990853384844433,-2.597521222374675,3.392410120319671,0.402407143982016
2020-12-30,-1.79919719772386,3.9525452904104963,18.95899643752754,-9.106150355088813,1.430700755673999,-6.828494911968919
2020-12-31,-1.0296815265683625,31.45467703252595,-71.03139716925408,3.9564860912153974,2.2271597465200137,-4.017119422869236
2021-01-01,-1.0146850920851054,31.653161205273214,-16.920008530887067,5.081373457883192,0.017219196769238065,-12.105394985874174
2021-01-02,-0.9795572974075282,34.3111821360494,-100.13833008802895,7.3819809763150115,-0.8453560086966297,-3.4133307748364956
2021-01-03,-1.433499507613419,-1.098315240159215,29.992259599353993,-9.00222201303122,-10.470273223568999,-18.388538835234996
2021-01-04,-1.5516419597602955,7.31827982706165,-2.8169009768484496,-2.8792977390781207,-0.42820379540997777,0.9368294918768376
2021-01-05,-1.3558431967081899,47.518003701821094,-4.730814362337503,-10.078449696217394,-11.976340758314722,2.556951797108402
2021-01-06,-1.527077994453409,41.07715333588026,-0.7384044104346172,-0.8996255741515352,0.09432742866247358,1.0884839952868595
2021-01-07,-1.1231471597307858,49.12867856348128,-96.89130796515511,-5.675702830212234,-11.532298187513588,6.947917271608622
2021-01-08,-1.1832226701319726,44.558290905173074,-68.71519585301321,-5.688392105181489,-13.49333332579621,2.864513273227347
2021-01-09,-1.0590478339270764,55.355858204202256,-91.20058777871155,6.013994174960532,-0.8260127609065877,-2.1493002510581523
2021-01-10,-1.331896610989065,13.631995064009343,-2.142932210941046,3.2271963717647263,-0.9156060392628997,-12.454277599694626
2021-01-11,-1.4100937273312337,30.10558506029362,-4.003528870529101,-3.200930933157176,-7.31393694035573,0.9329943029816177
2021-01-12,-1.2125143397624853,66.2934338877858,-5.090216526107616,-6.263788161983401,-13.534616529365247,2.368736787881618
2021-01-13,-1.4427902479522354,55.8426919086341,4.844587014906926,-0.1520754013679661,3.000450953064232,-4.65855273798932
2021-01-14,-1.015503001373359,70.62512570810189,-93.36788232530591,-2.6696355758555685,-5.873241052260626,1.1221779918910555
2021-01-15,-1.1944026754756731,63.46341021545272,-65.91214494404471,0.21633315728095298,-0.976976373362752,-0.07782390739880735
2021-01-16,-1.0339206766030877,58.882063697470315,-100.56188879126842,0.029073555547536926,-3.0175995131299787,0.019070217921138336
2021-01-17,-0.9527076358668065,1.2203448004602093,-5.932774956864227,4.8095867131178505,3.2233322945227734,-5.003230183894107
2021-01-18,-0.9722681963396022,4.46222442190548,-26.744540709892995,-4.761650259627505,-7.5077764280241,4.676196399179103
2021-01-19,-1.0480884521932081,23.33477839744753,-31.262454709889305,-9.120095200824135,-7.122862258259237,1.8704213369938165
2021-01-20,-1.1043595755161661,13.100296706204231,-33.84395347491844,-1.6320692999821576,-0.7110402515982234,1.0254905279683781
2021-01-21,-0.9576716143557066,60.18916793323154,-96.38236375179258,-5.532083689486212,-7.0159675380621245,2.9984212682609606
2021-01-22,-1.1050657580599557,43.31399939676756,-74.45148775411566,-7.6897492965518115,-8.099843352237912,3.4748179946564637
2021-01-23,-0.971600215359251,12.316347846294837,-93.49089604071752,0.36533972958944333,-0.368774761399203,-0.1684785462305582
2021-01-24,-0.6400691276615695,-3.3628288925052896,13.582246170774033,0.15417639041290537,-6.259177938545629,-2.370487167486523
2021-01-25,-0.8780938496776997,4.008503150170933,-23.874124570515768,-5.723270945709995,-6.103938890041088,6.4100336772059325
2021-01-26,-0.9955979995125431,17.310232149171128,-24.39502823245754,-9.959118817356694,-5.9676904345271025,1.605816322526666
2021-01-27,-1.0750226590080136,10.232153557586136,-20.24706532262241,0.9027395814799132,3.656140857232093,0.012345925144165718
2021-01-28,-0.9245734287309139,14.962869127334406,-89.64833463433894,-2.6696298326547185,-1.9349660849957344,1.0159833485233476
2021-01-29,-1.020721170378247,9.04721241826734,-62.77925847955597,-2.9999472782066063,0.0777602189671469,1.1090472277004244
2021-01-30,-0.8975817874500367,10.915496804470694,-86.01285088176881,-0.153993582165649,0.84008575638125,0.6764972566060712
2021-01-31,-0.4920244088849287,-1.3972967765441615,16.162770175935556,-11.841140842772372,-19.915605554329588,0.6172552157601248
2021-02-01,-0.8177095409884223,3.774126482430473,-8.867300964781867,-6.179470256894714,-5.336701703268104,3.926754518195674
