week,Africa,Asia,Europe,North America,Oceania,South America
2020-12-14,-0.004371041343176594,25.652440762818387,-0.0,-0.0,0.007132767440118795,-0.040275804757046
2020-12-21,-1.031656205080501,32.37142767788175,239.90476932602758,0.0,-7.2786956841025985,-7.4342709293440885
2020-12-28,-1.306415341610477,45.96229423249544,135.4017469786998,-0.0,-8.011488595630475,8.021983524883714
2021-01-04,-1.4384113388882596,67.3905153111096,97.49565368221987,-0.0,-9.143871342679956,16.06780177300674
2021-01-11,-1.2880340923497766,37.94472900961196,81.4656156119715,-0.0,-7.829037871144306,12.47193269937299
2021-01-18,-1.1185538773137527,31.882385381044468,62.87564706393199,-0.0,-6.33239512243224,14.099599160635185
2021-01-25,-1.044695114554241,17.40558138286005,55.86131578705051,-2.362009515134952,-5.651473111542554,12.310279458239052
2021-02-01,-1.000330869474893,28.242977866360192,46.43379209852188,-6.821171454232515,-5.315371766962184,9.07534952486527
2021-02-08,-1.2534531406905864,6.114889066335442,31.18072166913013,-11.242880071295232,0.0,6.2863813976664655
2021-02-15,0.26375937266685345,4.396981784281477,38.638406858470866,-4.582357624366917,-3.336971703431071,7.232602731422061
2021-02-22,-0.02023632553246202,3.3677260843024115,49.56420460586024,-4.710278747059534,-4.065889947577361,9.813549410545587
2021-03-01,-0.01217238073028104,5.37223913594606,65.63888296970094,-6.196294008737869,-2.5813153221005525,10.178244476989333
2021-03-08,-0.020738725493440358,7.45778484563918,62.57829862985329,-4.161472084603517,-3.903955404506556,11.395470929917654
2021-03-15,0.5982050739231934,9.423837856388252,68.89058096172496,-4.634309679199468,-4.0940017157342155,12.63684041916001
2021-03-22,0.006871554078838216,12.775748024537409,90.05102691353446,-1.9185586181996825,-5.054116305920114,16.032267411492512
2021-03-29,0.23053621761155751,6.16572467530416,49.73427144958319,0.0,-11.342313273738593,11.90448437173034
2021-04-05,-0.5660715252472653,9.11347581531284,38.941836413137914,-0.0,-8.893578465818253,18.089649962791533
2021-04-12,6.1274085066587745,8.28866729761047,40.469257663891675,-2.8773025773106617,-5.272146064888401,19.915379046565477
2021-04-19,3.544660876050636,7.0019825313327715,19.98509339498287,-0.0,-6.65792901627643,19.658920518628307
2021-04-26,4.581290591193719,8.87007949878764,21.236396360720548,-4.72136103664049,-5.78430090083804,19.10996085010096
2021-05-03,1.981948977610423,13.197686922981886,15.587249722121797,-4.508140869590642,-5.486113064762964,16.86880626690843
2021-05-10,0.36083560801518466,13.541285557126985,8.37134748830087,-2.519475808475187,-5.576826396373859,20.57182039893133
2021-05-17,1.790210722841262,20.74658354821733,0.0,0.12523790267421475,-6.784769821363289,23.448271972297082
2021-05-24,0.9178642185757983,20.780280306831607,-0.0,3.9447550656102646,-5.129970172289508,23.769443942300295
2021-05-31,1.39000807909876,12.212308204323897,-0.0,0.0,-4.111516900362769,25.1901409737418
2021-06-07,1.5720322314317003,9.364972182203914,-0.0,1.0248698223696637,-1.933129691440496,25.154869639930453
2021-06-14,7.760012502003871,8.905028347866761,-0.0,1.2344245272190264,-0.6523188115352312,23.425433205071506
2021-06-21,7.167420896014827,6.63087749926505,-0.0,2.2881843561231694,-0.1689066313407328,22.670806227056993
2021-06-28,7.034858117301914,8.341000429905137,-0.0,4.943172805061325,0.0,17.980893208084986
2021-07-05,11.255204545907725,5.676781056963612,-0.0,36.82292451335225,5.57905971457186,13.120919463952793
2021-07-12,14.953815693976969,1.8799805072874634,-0.0,79.20110725235583,2.579775685723618,5.34982367702926
2021-07-19,13.883354062865118,0.0,0.0,1.3881844677834039,2.5877337411149224,0.0821756012864121
2021-07-26,18.15012140400872,7.881802868324128,0.0,0.0,1.8236011583995229,-0.4114542596990081
2021-08-02,20.787389032254428,12.77529914974141,9.439520670709548,-0.0,29.47754781647306,-0.0
2021-08-09,15.1376134239056,10.681925675365742,5.983890511418018,-0.0,104.89244254801689,-2.8918245804763583
2021-08-16,3.8571769311952693,6.780269440401902,1.7506232489642315,8.475116761509277,120.76457805878975,-8.251739985814984
2021-08-23,6.463813026344126,7.914015698182467,8.570328213498271,0.9342467086065724,191.3033125443697,-9.814718220165751
2021-08-30,8.512984231742054,10.374443083189941,18.511753646060995,33.05047587649213,-5.395050478675954,-6.391856835061915
2021-09-06,5.509014370545593,7.509019919328177,12.416674999170773,26.497075714866504,-8.789601470391688,-6.808151233328403
2021-09-13,12.990353881382596,8.278048998292741,13.591446179061236,27.22736145870154,-6.79815102987995,-7.599018782758267
2021-09-20,6.4091454056127315,6.042348799221257,2.0075824140565857,18.528786694885632,41.4511797064704,-9.119330167697475
2021-09-27,5.163179006016168,2.0102973772025514,2.4937843671459916,17.486479104530403,24.585573519954917,-10.82417794922775
2021-10-04,2.7837565655916765,3.8224417908813564,13.731850093008731,1.1058708400762711,0.7396888705097453,-9.771079801800843
2021-10-11,5.273879524591299,9.504910140500476,51.52680205176269,-0.0,6.603860096317064,-5.5059683176892555
2021-10-18,3.8102185546382143,9.24120171688246,66.80537493680566,2.951897152904486,-1.7922568181630982,-6.650781193475943
2021-10-25,3.7847731096633703,1.2312019264793328,91.70415597334394,14.075988474140683,-6.065039429257208,-6.836437423878738
2021-11-01,7.706006530930076,4.4235549575293565,94.23753734694012,4.105124604775376,-8.068266824760906,-6.712872475427268
2021-11-08,5.586694130367668,1.90403767462354,97.3378428610356,51.442029230611624,-6.8266665145000225,-6.427958804544219
2021-11-15,3.1053397491743766,0.6860045245306807,108.9218662637193,28.665755871854646,-6.838178538472186,-6.375580609767689
