date,country,new_cases,population,continent,pfv_per_hundred,who_region,week,new_cases_per_100k
5/11/2021,Afghanistan,340,40578847,Asia,0.13707635,EMR,5/10/2021,0.837874965
5/20/2021,Afghanistan,453,40578847,Asia,0.19113407,EMR,5/17/2021,1.116345174
5/24/2021,Afghanistan,547,40578847,Asia,0.238819,EMR,5/24/2021,1.347992958
5/26/2021,Afghanistan,840,40578847,Asia,0.2737436,EMR,5/24/2021,2.070044031
5/27/2021,Afghanistan,623,40578847,Asia,0.28029135,EMR,5/24/2021,1.535282656
5/30/2021,Afghanistan,650,40578847,Asia,0.29553822,EMR,5/24/2021,1.601819786
6/2/2021,Afghanistan,1049,40578847,Asia,0.3563433,EMR,5/31/2021,2.5850907
6/3/2021,Afghanistan,1093,40578847,Asia,0.36596653,EMR,5/31/2021,2.693521578
6/8/2021,Afghanistan,1485,40578847,Asia,0.3902107,EMR,6/7/2021,3.659542125
6/14/2021,Afghanistan,1597,40578847,Asia,0.43684337,EMR,6/14/2021,3.935547996
6/22/2021,Afghanistan,1847,40578847,Asia,0.4528517,EMR,6/21/2021,4.551632529
6/27/2021,Afghanistan,1096,40578847,Asia,0.45900762,EMR,6/21/2021,2.700914592
6/30/2021,Afghanistan,1501,40578847,Asia,0.4624429,EMR,6/28/2021,3.698971536
7/5/2021,Afghanistan,1189,40578847,Asia,0.46655342,EMR,7/5/2021,2.930098039
7/7/2021,Afghanistan,1557,40578847,Asia,0.49101937,EMR,7/5/2021,3.836974471
7/11/2021,Afghanistan,801,40578847,Asia,0.54008186,EMR,7/5/2021,1.973934843
8/20/2021,Afghanistan,37,40578847,Asia,1.0614989,EMR,8/16/2021,0.091180511
11/14/2021,Afghanistan,21,40578847,Asia,7.857811,EMR,11/8/2021,0.051751101
12/27/2021,Afghanistan,49,40578847,Asia,9.249213,EMR,12/27/2021,0.120752568
1/9/2022,Afghanistan,40,40578847,Asia,9.387534,EMR,1/3/2022,0.098573525
1/11/2022,Afghanistan,13,40578847,Asia,9.401049,EMR,1/10/2022,0.032036396
1/13/2022,Afghanistan,59,40578847,Asia,9.423101,EMR,1/10/2022,0.14539595
1/17/2022,Afghanistan,59,40578847,Asia,9.445367,EMR,1/17/2022,0.14539595
1/19/2022,Afghanistan,148,40578847,Asia,9.455003,EMR,1/17/2022,0.364722043
1/24/2022,Afghanistan,134,40578847,Asia,9.490923,EMR,1/24/2022,0.33022131
1/26/2022,Afghanistan,356,40578847,Asia,9.527819,EMR,1/24/2022,0.877304375
1/27/2022,Afghanistan,456,40578847,Asia,9.53411,EMR,1/24/2022,1.123738188
1/31/2022,Afghanistan,474,40578847,Asia,9.593252,EMR,1/31/2022,1.168096274
2/2/2022,Afghanistan,970,40578847,Asia,9.641318,EMR,1/31/2022,2.390407988
2/7/2022,Afghanistan,479,40578847,Asia,9.7585,EMR,2/7/2022,1.180417965
2/14/2022,Afghanistan,452,40578847,Asia,9.964748,EMR,2/14/2022,1.113880836
2/20/2022,Afghanistan,60,40578847,Asia,10.167162,EMR,2/14/2022,0.147860288
2/27/2022,Afghanistan,64,40578847,Asia,10.42904,EMR,2/21/2022,0.15771764
3/6/2022,Afghanistan,78,40578847,Asia,10.552134,EMR,2/28/2022,0.192218374
3/17/2022,Afghanistan,254.5,40578847,Asia,10.850156,EMR,3/14/2022,0.627174055
3/22/2022,Afghanistan,75,40578847,Asia,10.892688,EMR,3/21/2022,0.18482536
4/4/2022,Afghanistan,22,40578847,Asia,11.169803,EMR,4/4/2022,0.054215439
4/14/2022,Afghanistan,37,40578847,Asia,11.324881,EMR,4/11/2022,0.091180511
4/18/2022,Afghanistan,31,40578847,Asia,11.343809,EMR,4/18/2022,0.076394482
4/26/2022,Afghanistan,56,40578847,Asia,11.427003,EMR,4/25/2022,0.138002935
4/27/2022,Afghanistan,24,40578847,Asia,11.427941,EMR,4/25/2022,0.059144115
5/5/2022,Afghanistan,4,40578847,Asia,11.505992,EMR,5/2/2022,0.009857353
5/8/2022,Afghanistan,4,40578847,Asia,11.5108,EMR,5/2/2022,0.009857353
5/10/2022,Afghanistan,29,40578847,Asia,11.523797,EMR,5/9/2022,0.071465806
5/15/2022,Afghanistan,23,40578847,Asia,11.608156,EMR,5/9/2022,0.056679777
5/23/2022,Afghanistan,42,40578847,Asia,11.726371,EMR,5/23/2022,0.103502202
6/1/2022,Afghanistan,84,40578847,Asia,11.848333,EMR,5/30/2022,0.207004403
6/15/2022,Afghanistan,58,40578847,Asia,12.132146,EMR,6/13/2022,0.142931612
6/21/2022,Afghanistan,83,40578847,Asia,12.272231,EMR,6/20/2022,0.204540065
6/30/2022,Afghanistan,78,40578847,Asia,12.480468,EMR,6/27/2022,0.192218374
7/10/2022,Afghanistan,3,40578847,Asia,12.581969,EMR,7/4/2022,0.007393014
7/17/2022,Afghanistan,38,40578847,Asia,13.085153,EMR,7/11/2022,0.093644849
7/19/2022,Afghanistan,70,40578847,Asia,15.827717,EMR,7/18/2022,0.172503669
7/27/2022,Afghanistan,234,40578847,Asia,16.194366,EMR,7/25/2022,0.576655123
8/7/2022,Afghanistan,72,40578847,Asia,20.38709,EMR,8/1/2022,0.177432345
8/15/2022,Afghanistan,214,40578847,Asia,23.692087,EMR,8/15/2022,0.52736836
8/22/2022,Afghanistan,332,40578847,Asia,24.08142,EMR,8/22/2022,0.81816026
8/31/2022,Afghanistan,246,40578847,Asia,24.49451,EMR,8/29/2022,0.60622718
9/4/2022,Afghanistan,99,40578847,Asia,24.553108,EMR,8/29/2022,0.243969475
9/11/2022,Afghanistan,168,40578847,Asia,24.880125,EMR,9/5/2022,0.414008806
9/12/2022,Afghanistan,365,40578847,Asia,24.90337,EMR,9/12/2022,0.899483418
9/19/2022,Afghanistan,251,40578847,Asia,25.106155,EMR,9/19/2022,0.618548871
9/26/2022,Afghanistan,172,40578847,Asia,25.218267,EMR,9/26/2022,0.423866159
9/28/2022,Afghanistan,167,40578847,Asia,25.247595,EMR,9/26/2022,0.411544468
10/4/2022,Afghanistan,247,40578847,Asia,25.329739,EMR,10/3/2022,0.608691519
10/11/2022,Afghanistan,92,40578847,Asia,25.39055,EMR,10/10/2022,0.226719108
10/16/2022,Afghanistan,49,40578847,Asia,25.451824,EMR,10/10/2022,0.120752568
10/24/2022,Afghanistan,120,40578847,Asia,25.596643,EMR,10/24/2022,0.295720576
11/1/2022,Afghanistan,70,40578847,Asia,25.695978,EMR,10/31/2022,0.172503669
11/2/2022,Afghanistan,104,40578847,Asia,25.774382,EMR,10/31/2022,0.256291166
11/8/2022,Afghanistan,158,40578847,Asia,25.850372,EMR,11/7/2022,0.389365425
11/15/2022,Afghanistan,98,40578847,Asia,25.919186,EMR,11/14/2022,0.241505137
11/16/2022,Afghanistan,109,40578847,Asia,25.953608,EMR,11/14/2022,0.268612856
11/27/2022,Afghanistan,76,40578847,Asia,26.090136,EMR,11/21/2022,0.187289698
12/5/2022,Afghanistan,72,40578847,Asia,26.160498,EMR,12/5/2022,0.177432345
12/22/2022,Afghanistan,65,40578847,Asia,26.50356,EMR,12/19/2022,0.160181979
1/6/2023,Afghanistan,48,40578847,Asia,26.67647,EMR,1/2/2023,0.11828823
1/16/2023,Afghanistan,16,40578847,Asia,26.847754,EMR,1/16/2023,0.03942941
1/22/2023,Afghanistan,7,40578847,Asia,27,EMR,1/16/2023,0.017250367
1/29/2023,Afghanistan,3,40578847,Asia,27.026976,EMR,1/23/2023,0.007393014
2/12/2023,Afghanistan,16,40578847,Asia,27.215536,EMR,2/6/2023,0.03942941
2/14/2023,Afghanistan,35,40578847,Asia,27.262075,EMR,2/13/2023,0.086251835
2/19/2023,Afghanistan,2,40578847,Asia,28.737843,EMR,2/13/2023,0.004928676
2/23/2023,Afghanistan,14,40578847,Asia,29.288944,EMR,2/20/2023,0.034500734
2/26/2023,Afghanistan,14,40578847,Asia,30.747532,EMR,2/20/2023,0.034500734
2/28/2023,Afghanistan,42,40578847,Asia,31.354158,EMR,2/27/2023,0.103502202
3/5/2023,Afghanistan,3,40578847,Asia,32.867115,EMR,2/27/2023,0.007393014
3/12/2023,Afghanistan,22,40578847,Asia,33.37287,EMR,3/6/2023,0.054215439
3/14/2023,Afghanistan,24,40578847,Asia,33.37779,EMR,3/13/2023,0.059144115
3/19/2023,Afghanistan,25,40578847,Asia,33.818954,EMR,3/13/2023,0.061608453
3/21/2023,Afghanistan,72,40578847,Asia,33.836704,EMR,3/20/2023,0.177432345
3/26/2023,Afghanistan,8,40578847,Asia,33.866886,EMR,3/20/2023,0.019714705
3/28/2023,Afghanistan,54,40578847,Asia,33.867924,EMR,3/27/2023,0.133074259
4/2/2023,Afghanistan,46,40578847,Asia,34.04512,EMR,3/27/2023,0.113359554
4/9/2023,Afghanistan,44,40578847,Asia,34.12238,EMR,4/3/2023,0.108430878
4/11/2023,Afghanistan,189,40578847,Asia,34.256027,EMR,4/10/2023,0.465759907
4/16/2023,Afghanistan,122,40578847,Asia,34.323566,EMR,4/10/2023,0.300649252
4/18/2023,Afghanistan,337,40578847,Asia,34.51445,EMR,4/17/2023,0.83048195
4/24/2023,Afghanistan,5,40578847,Asia,34.54669,EMR,4/24/2023,0.012321691
4/25/2023,Afghanistan,37,40578847,Asia,34.553688,EMR,4/24/2023,0.091180511
4/30/2023,Afghanistan,31,40578847,Asia,34.659077,EMR,4/24/2023,0.076394482
5/3/2023,Afghanistan,333,40578847,Asia,34.688564,EMR,5/1/2023,0.820624598
5/9/2023,Afghanistan,369,40578847,Asia,34.76935,EMR,5/8/2023,0.909340771
5/14/2023,Afghanistan,60,40578847,Asia,34.962673,EMR,5/8/2023,0.147860288
5/16/2023,Afghanistan,276,40578847,Asia,35.07736,EMR,5/15/2023,0.680157324
5/21/2023,Afghanistan,28,40578847,Asia,35.738426,EMR,5/15/2023,0.069001468
5/29/2023,Afghanistan,196,40578847,Asia,37.380947,EMR,5/29/2023,0.483010274
6/6/2023,Afghanistan,91,40578847,Asia,39.58887,EMR,6/5/2023,0.22425477
6/11/2023,Afghanistan,4,40578847,Asia,40.098877,EMR,6/5/2023,0.009857353
6/13/2023,Afghanistan,122,40578847,Asia,40.121044,EMR,6/12/2023,0.300649252
6/18/2023,Afghanistan,7,40578847,Asia,40.521503,EMR,6/12/2023,0.017250367
6/20/2023,Afghanistan,31,40578847,Asia,40.675568,EMR,6/19/2023,0.076394482
6/27/2023,Afghanistan,50,40578847,Asia,40.800755,EMR,6/26/2023,0.123216907
7/4/2023,Afghanistan,8,40578847,Asia,40.926834,EMR,7/3/2023,0.019714705
7/9/2023,Afghanistan,7,40578847,Asia,40.93523,EMR,7/3/2023,0.017250367
7/11/2023,Afghanistan,32,40578847,Asia,41.058853,EMR,7/10/2023,0.07885882
7/18/2023,Afghanistan,31,40578847,Asia,41.09665,EMR,7/17/2023,0.076394482
7/23/2023,Afghanistan,5,40578847,Asia,41.123047,EMR,7/17/2023,0.012321691
7/25/2023,Afghanistan,44,40578847,Asia,41.262226,EMR,7/24/2023,0.108430878
7/30/2023,Afghanistan,22,40578847,Asia,41.37023,EMR,7/24/2023,0.054215439
8/1/2023,Afghanistan,30,40578847,Asia,41.482674,EMR,7/31/2023,0.073930144
8/6/2023,Afghanistan,32,40578847,Asia,41.573906,EMR,7/31/2023,0.07885882
8/8/2023,Afghanistan,62,40578847,Asia,41.610954,EMR,8/7/2023,0.152788964
8/15/2023,Afghanistan,61,40578847,Asia,41.72651,EMR,8/14/2023,0.150324626
8/20/2023,Afghanistan,17,40578847,Asia,41.870968,EMR,8/14/2023,0.041893748
8/27/2023,Afghanistan,4,40578847,Asia,42.01001,EMR,8/21/2023,0.009857353
9/1/2023,Afghanistan,32,40578847,Asia,42.260258,EMR,8/28/2023,0.07885882
9/5/2023,Afghanistan,34,40578847,Asia,42.28311,EMR,9/4/2023,0.083787496
9/10/2023,Afghanistan,6,40578847,Asia,42.47463,EMR,9/4/2023,0.014786029
9/17/2023,Afghanistan,9,40578847,Asia,42.63106,EMR,9/11/2023,0.022179043
9/19/2023,Afghanistan,31,40578847,Asia,42.80559,EMR,9/18/2023,0.076394482
9/26/2023,Afghanistan,50,40578847,Asia,43.07596,EMR,9/25/2023,0.123216907
10/8/2023,Afghanistan,1,40578847,Asia,43.163754,EMR,10/2/2023,0.002464338
10/16/2023,Afghanistan,42,40578847,Asia,43.391247,EMR,10/16/2023,0.103502202
10/24/2023,Afghanistan,66,40578847,Asia,43.72932,EMR,10/23/2023,0.162646317
11/5/2023,Afghanistan,7,40578847,Asia,43.75926,EMR,10/30/2023,0.017250367
11/7/2023,Afghanistan,87,40578847,Asia,43.955887,EMR,11/6/2023,0.214397417
11/14/2023,Afghanistan,72,40578847,Asia,44.447304,EMR,11/13/2023,0.177432345
11/26/2023,Afghanistan,3,40578847,Asia,44.64361,EMR,11/20/2023,0.007393014
12/31/2023,Afghanistan,283.5,40578847,Asia,45.270844,EMR,12/25/2023,0.69863986
2/2/2021,Albania,876,2827614,Europe,3.54E-05,EUR,2/1/2021,30.98018329
2/9/2021,Albania,1124,2827614,Europe,0.015490091,EUR,2/8/2021,39.75082879
2/17/2021,Albania,775,2827614,Europe,0.021608325,EUR,2/15/2021,27.40826718
2/18/2021,Albania,801,2827614,Europe,0.021608325,EUR,2/15/2021,28.32777034
2/22/2021,Albania,1153,2827614,Europe,0.023164406,EUR,2/22/2021,40.77642847
5/11/2021,Albania,57,2827614,Europe,6.4218807,EUR,5/10/2021,2.015833844
5/12/2021,Albania,30,2827614,Europe,6.645921,EUR,5/10/2021,1.060965181
5/13/2021,Albania,50,2827614,Europe,6.8232794,EUR,5/10/2021,1.768275302
5/14/2021,Albania,42,2827614,Europe,7.2414055,EUR,5/10/2021,1.485351254
5/17/2021,Albania,39,2827614,Europe,7.8901505,EUR,5/17/2021,1.379254736
5/18/2021,Albania,37,2827614,Europe,8.090072,EUR,5/17/2021,1.308523724
5/19/2021,Albania,17,2827614,Europe,8.289993,EUR,5/17/2021,0.601213603
5/20/2021,Albania,39,2827614,Europe,8.404966,EUR,5/17/2021,1.379254736
5/21/2021,Albania,24,2827614,Europe,8.476298,EUR,5/17/2021,0.848772145
5/23/2021,Albania,35,2827614,Europe,8.621262,EUR,5/17/2021,1.237792711
5/24/2021,Albania,23,2827614,Europe,8.8377695,EUR,5/24/2021,0.813406639
5/26/2021,Albania,6,2827614,Europe,9.520288,EUR,5/24/2021,0.212193036
5/27/2021,Albania,14,2827614,Europe,9.8052635,EUR,5/24/2021,0.495117085
5/30/2021,Albania,21,2827614,Europe,10.151385,EUR,5/24/2021,0.742675627
5/31/2021,Albania,12,2827614,Europe,10.267774,EUR,5/31/2021,0.424386072
6/1/2021,Albania,12,2827614,Europe,10.371429,EUR,5/31/2021,0.424386072
6/3/2021,Albania,22,2827614,Europe,10.51314,EUR,5/31/2021,0.778041133
6/6/2021,Albania,12,2827614,Europe,10.825452,EUR,5/31/2021,0.424386072
6/7/2021,Albania,2,2827614,Europe,10.975189,EUR,6/7/2021,0.070731012
6/8/2021,Albania,5,2827614,Europe,11.159762,EUR,6/7/2021,0.17682753
6/9/2021,Albania,5,2827614,Europe,11.335776,EUR,6/7/2021,0.17682753
6/10/2021,Albania,13,2827614,Europe,11.480209,EUR,6/7/2021,0.459751579
6/11/2021,Albania,18,2827614,Europe,11.619196,EUR,6/7/2021,0.636579109
6/12/2021,Albania,11,2827614,Europe,11.711182,EUR,6/7/2021,0.389020566
6/13/2021,Albania,11,2827614,Europe,11.747466,EUR,6/7/2021,0.389020566
6/14/2021,Albania,12,2827614,Europe,11.839346,EUR,6/14/2021,0.424386072
6/15/2021,Albania,10,2827614,Europe,12.044642,EUR,6/14/2021,0.35365506
6/16/2021,Albania,2,2827614,Europe,12.199155,EUR,6/14/2021,0.070731012
6/17/2021,Albania,8,2827614,Europe,12.429314,EUR,6/14/2021,0.282924048
6/20/2021,Albania,3,2827614,Europe,12.9094,EUR,6/14/2021,0.106096518
6/21/2021,Albania,4,2827614,Europe,13.098605,EUR,6/21/2021,0.141462024
6/22/2021,Albania,2,2827614,Europe,13.284309,EUR,6/21/2021,0.070731012
6/23/2021,Albania,1,2827614,Europe,13.461844,EUR,6/21/2021,0.035365506
6/24/2021,Albania,5,2827614,Europe,13.646417,EUR,6/21/2021,0.17682753
6/28/2021,Albania,3,2827614,Europe,14.009656,EUR,6/28/2021,0.106096518
6/29/2021,Albania,3,2827614,Europe,14.119536,EUR,6/28/2021,0.106096518
6/30/2021,Albania,1,2827614,Europe,14.2701235,EUR,6/28/2021,0.035365506
7/1/2021,Albania,1,2827614,Europe,14.407978,EUR,6/28/2021,0.035365506
7/2/2021,Albania,7,2827614,Europe,14.575788,EUR,6/28/2021,0.247558542
7/4/2021,Albania,3,2827614,Europe,14.740025,EUR,6/28/2021,0.106096518
7/5/2021,Albania,8,2827614,Europe,14.849764,EUR,7/5/2021,0.282924048
7/6/2021,Albania,1,2827614,Europe,14.965197,EUR,7/5/2021,0.035365506
7/7/2021,Albania,2,2827614,Europe,15.069632,EUR,7/5/2021,0.070731012
7/8/2021,Albania,7,2827614,Europe,15.178556,EUR,7/5/2021,0.247558542
7/9/2021,Albania,13,2827614,Europe,15.268067,EUR,7/5/2021,0.459751579
7/10/2021,Albania,8,2827614,Europe,15.354642,EUR,7/5/2021,0.282924048
7/11/2021,Albania,15,2827614,Europe,15.381378,EUR,7/5/2021,0.530482591
7/12/2021,Albania,7,2827614,Europe,15.516899,EUR,7/12/2021,0.247558542
7/13/2021,Albania,5,2827614,Europe,15.672754,EUR,7/12/2021,0.17682753
7/14/2021,Albania,5,2827614,Europe,15.8731,EUR,7/12/2021,0.17682753
7/15/2021,Albania,11,2827614,Europe,16.095938,EUR,7/12/2021,0.389020566
7/16/2021,Albania,8,2827614,Europe,16.291298,EUR,7/12/2021,0.282924048
7/17/2021,Albania,13,2827614,Europe,16.460308,EUR,7/12/2021,0.459751579
7/18/2021,Albania,18,2827614,Europe,16.512331,EUR,7/12/2021,0.636579109
7/20/2021,Albania,21,2827614,Europe,16.723852,EUR,7/19/2021,0.742675627
7/21/2021,Albania,11,2827614,Europe,16.935162,EUR,7/19/2021,0.389020566
7/22/2021,Albania,43,2827614,Europe,17.162703,EUR,7/19/2021,1.52071676
7/25/2021,Albania,31,2827614,Europe,17.637627,EUR,7/19/2021,1.096330687
7/29/2021,Albania,31,2827614,Europe,18.355158,EUR,7/26/2021,1.096330687
7/30/2021,Albania,30,2827614,Europe,18.574493,EUR,7/26/2021,1.060965181
7/31/2021,Albania,47,2827614,Europe,18.69838,EUR,7/26/2021,1.662178784
8/1/2021,Albania,37,2827614,Europe,18.755106,EUR,7/26/2021,1.308523724
8/2/2021,Albania,45,2827614,Europe,18.914286,EUR,8/2/2021,1.591447772
8/3/2021,Albania,40,2827614,Europe,19.047438,EUR,8/2/2021,1.414620242
8/4/2021,Albania,25,2827614,Europe,19.155266,EUR,8/2/2021,0.884137651
8/5/2021,Albania,65,2827614,Europe,19.275475,EUR,8/2/2021,2.298757893
8/8/2021,Albania,149,2827614,Europe,19.574171,EUR,8/2/2021,5.2694604
8/10/2021,Albania,182,2827614,Europe,19.804932,EUR,8/9/2021,6.4365221
8/13/2021,Albania,286,2827614,Europe,20.068333,EUR,8/9/2021,10.11453473
8/15/2021,Albania,379,2827614,Europe,20.166578,EUR,8/9/2021,13.40352679
8/16/2021,Albania,410,2827614,Europe,20.257927,EUR,8/16/2021,14.49985748
8/17/2021,Albania,397,2827614,Europe,20.347261,EUR,8/16/2021,14.0401059
8/19/2021,Albania,451,2827614,Europe,20.555918,EUR,8/16/2021,15.94984322
8/21/2021,Albania,522,2827614,Europe,20.781656,EUR,8/16/2021,18.46079415
8/22/2021,Albania,535,2827614,Europe,20.83923,EUR,8/16/2021,18.92054573
8/23/2021,Albania,658,2827614,Europe,21.008879,EUR,8/23/2021,23.27050298
8/24/2021,Albania,534,2827614,Europe,21.182135,EUR,8/23/2021,18.88518023
8/25/2021,Albania,397,2827614,Europe,21.33456,EUR,8/23/2021,14.0401059
8/26/2021,Albania,800,2827614,Europe,21.52129,EUR,8/23/2021,28.29240483
8/27/2021,Albania,844,2827614,Europe,21.764711,EUR,8/23/2021,29.8484871
8/29/2021,Albania,921,2827614,Europe,22.132051,EUR,8/23/2021,32.57163106
8/30/2021,Albania,905,2827614,Europe,22.417416,EUR,8/30/2021,32.00578297
8/31/2021,Albania,768,2827614,Europe,22.701826,EUR,8/30/2021,27.16070864
9/1/2021,Albania,486,2827614,Europe,22.939375,EUR,8/30/2021,17.18763594
9/2/2021,Albania,1054,2827614,Europe,23.185413,EUR,8/30/2021,37.27524337
9/6/2021,Albania,984,2827614,Europe,23.834618,EUR,9/6/2021,34.79965794
9/7/2021,Albania,896,2827614,Europe,24.101946,EUR,9/6/2021,31.68749341
9/8/2021,Albania,502,2827614,Europe,24.326305,EUR,9/6/2021,17.75348403
9/9/2021,Albania,740,2827614,Europe,24.523184,EUR,9/6/2021,26.17047447
9/10/2021,Albania,1079,2827614,Europe,24.706236,EUR,9/6/2021,38.15938102
9/11/2021,Albania,998,2827614,Europe,24.856045,EUR,9/6/2021,35.29477503
9/12/2021,Albania,977,2827614,Europe,24.919455,EUR,9/6/2021,34.5520994
9/13/2021,Albania,869,2827614,Europe,25.086275,EUR,9/13/2021,30.73262475
9/14/2021,Albania,864,2827614,Europe,25.23389,EUR,9/13/2021,30.55579722
9/15/2021,Albania,410,2827614,Europe,25.371355,EUR,9/13/2021,14.49985748
9/16/2021,Albania,995,2827614,Europe,25.520245,EUR,9/13/2021,35.18867851
9/17/2021,Albania,992,2827614,Europe,25.669628,EUR,9/13/2021,35.08258199
9/19/2021,Albania,959,2827614,Europe,25.872591,EUR,9/13/2021,33.91552029
9/20/2021,Albania,849,2827614,Europe,26.05002,EUR,9/20/2021,30.02531463
9/21/2021,Albania,780,2827614,Europe,26.234804,EUR,9/20/2021,27.58509471
9/22/2021,Albania,451,2827614,Europe,26.43363,EUR,9/20/2021,15.94984322
9/23/2021,Albania,872,2827614,Europe,26.666298,EUR,9/20/2021,30.83872127
9/24/2021,Albania,820,2827614,Europe,26.911736,EUR,9/20/2021,28.99971495
9/27/2021,Albania,664,2827614,Europe,27.448866,EUR,9/27/2021,23.48269601
9/28/2021,Albania,539,2827614,Europe,27.676268,EUR,9/27/2021,19.06200776
9/29/2021,Albania,295,2827614,Europe,27.887045,EUR,9/27/2021,10.43282428
9/30/2021,Albania,594,2827614,Europe,28.111263,EUR,9/27/2021,21.00711059
10/1/2021,Albania,680,2827614,Europe,28.311962,EUR,9/27/2021,24.04854411
10/2/2021,Albania,669,2827614,Europe,28.484085,EUR,9/27/2021,23.65952354
10/4/2021,Albania,549,2827614,Europe,28.70848,EUR,10/4/2021,19.41566282
10/5/2021,Albania,467,2827614,Europe,28.874485,EUR,10/4/2021,16.51569132
10/6/2021,Albania,207,2827614,Europe,29.03317,EUR,10/4/2021,7.320659751
10/7/2021,Albania,617,2827614,Europe,29.180433,EUR,10/4/2021,21.82051723
10/8/2021,Albania,572,2827614,Europe,29.315882,EUR,10/4/2021,20.22906946
10/9/2021,Albania,533,2827614,Europe,29.461943,EUR,10/4/2021,18.84981472
10/11/2021,Albania,475,2827614,Europe,29.51142,EUR,10/11/2021,16.79861537
10/12/2021,Albania,325,2827614,Europe,29.78893,EUR,10/11/2021,11.49378946
10/13/2021,Albania,195,2827614,Europe,29.914867,EUR,10/11/2021,6.896273678
10/17/2021,Albania,441,2827614,Europe,30.315348,EUR,10/11/2021,15.59618816
10/18/2021,Albania,428,2827614,Europe,30.421196,EUR,10/18/2021,15.13643659
10/19/2021,Albania,435,2827614,Europe,30.531536,EUR,10/18/2021,15.38399513
10/20/2021,Albania,217,2827614,Europe,30.633636,EUR,10/18/2021,7.674314811
10/21/2021,Albania,616,2827614,Europe,30.731352,EUR,10/18/2021,21.78515172
10/22/2021,Albania,659,2827614,Europe,30.820896,EUR,10/18/2021,23.30586848
10/24/2021,Albania,594,2827614,Europe,30.972155,EUR,10/18/2021,21.00711059
10/25/2021,Albania,629,2827614,Europe,31.06499,EUR,10/25/2021,22.2449033
10/27/2021,Albania,264,2827614,Europe,31.2386,EUR,10/25/2021,9.336493595
10/28/2021,Albania,650,2827614,Europe,31.320152,EUR,10/25/2021,22.98757893
10/29/2021,Albania,672,2827614,Europe,31.399796,EUR,10/25/2021,23.76562006
11/1/2021,Albania,547,2827614,Europe,31.53567,EUR,11/1/2021,19.3449318
11/3/2021,Albania,197,2827614,Europe,31.780329,EUR,11/1/2021,6.96700469
11/6/2021,Albania,570,2827614,Europe,32.000763,EUR,11/1/2021,20.15833844
11/7/2021,Albania,631,2827614,Europe,32.036762,EUR,11/1/2021,22.31563431
11/9/2021,Albania,568,2827614,Europe,32.212494,EUR,11/8/2021,20.08760743
11/10/2021,Albania,230,2827614,Europe,32.30724,EUR,11/8/2021,8.13406639
11/11/2021,Albania,770,2827614,Europe,32.41008,EUR,11/8/2021,27.23143965
11/14/2021,Albania,573,2827614,Europe,32.68459,EUR,11/8/2021,20.26443496
11/16/2021,Albania,475,2827614,Europe,32.908558,EUR,11/15/2021,16.79861537
11/17/2021,Albania,194,2827614,Europe,33.0183,EUR,11/15/2021,6.860908172
11/18/2021,Albania,587,2827614,Europe,33.121174,EUR,11/15/2021,20.75955205
11/21/2021,Albania,502,2827614,Europe,33.34624,EUR,11/15/2021,17.75348403
11/24/2021,Albania,218,2827614,Europe,33.645718,EUR,11/22/2021,7.709680317
11/25/2021,Albania,556,2827614,Europe,33.72062,EUR,11/22/2021,19.66322136
11/28/2021,Albania,440,2827614,Europe,33.935146,EUR,11/22/2021,15.56082266
11/30/2021,Albania,418,2827614,Europe,33.98671,EUR,11/29/2021,14.78278153
12/1/2021,Albania,195,2827614,Europe,34.161804,EUR,11/29/2021,6.896273678
12/3/2021,Albania,228,2827614,Europe,34.37435,EUR,11/29/2021,8.063335377
12/5/2021,Albania,406,2827614,Europe,34.501633,EUR,11/29/2021,14.35839545
12/6/2021,Albania,357,2827614,Europe,34.599243,EUR,12/6/2021,12.62548566
12/7/2021,Albania,328,2827614,Europe,34.699574,EUR,12/6/2021,11.59988598
12/8/2021,Albania,172,2827614,Europe,34.752197,EUR,12/6/2021,6.082867039
12/12/2021,Albania,352,2827614,Europe,35.095066,EUR,12/6/2021,12.44865813
12/13/2021,Albania,309,2827614,Europe,35.20636,EUR,12/13/2021,10.92794137
12/14/2021,Albania,263,2827614,Europe,35.306305,EUR,12/13/2021,9.301128089
12/15/2021,Albania,138,2827614,Europe,35.407555,EUR,12/13/2021,4.880439834
12/18/2021,Albania,301,2827614,Europe,35.664875,EUR,12/13/2021,10.64501732
12/21/2021,Albania,228,2827614,Europe,35.853764,EUR,12/20/2021,8.063335377
12/23/2021,Albania,376,2827614,Europe,36.0215,EUR,12/20/2021,13.29743027
12/28/2021,Albania,167,2827614,Europe,36.466503,EUR,12/27/2021,5.906039509
1/4/2022,Albania,179,2827614,Europe,37.11698,EUR,1/3/2022,6.330425581
1/5/2022,Albania,335,2827614,Europe,37.248222,EUR,1/3/2022,11.84744452
1/8/2022,Albania,1648,2827614,Europe,37.49688,EUR,1/3/2022,58.28235396
1/10/2022,Albania,1801,2827614,Europe,37.6394,EUR,1/10/2022,63.69327638
1/11/2022,Albania,1207,2827614,Europe,37.746593,EUR,1/10/2022,42.68616579
1/30/2022,Albania,1615,2827614,Europe,39.309467,EUR,1/24/2022,57.11529226
2/1/2022,Albania,939,2827614,Europe,40.909084,EUR,1/31/2022,33.20821017
2/6/2022,Albania,931,2827614,Europe,41.270237,EUR,1/31/2022,32.92528612
2/7/2022,Albania,793,2827614,Europe,41.3589,EUR,2/7/2022,28.04484629
