week,Africa,Asia,Europe,North America,Oceania,South America
2020-12-14,0.5462680602744939,12.092790354435834,67.29454440277343,9.416283884727475,-0.6435007153630812,5.346186419190249
2020-12-21,2.151066735060925,37.02693243466032,234.06619240284886,43.68375840175843,12.605027444568966,22.054758485340276
2020-12-28,1.8782958645013952,34.66973047040551,211.211180917213,36.68632048108904,7.664661696829203,19.03668153223111
2021-01-04,2.4265510816183418,41.28540740185202,262.63106975413973,49.57980049604516,14.91045557419371,24.925063171945943
2021-01-11,2.1049454699673587,39.94972276417639,239.89882435580444,40.42941451294599,7.022280981647705,21.229977501174172
2021-01-18,2.056305829828706,37.65849365350657,230.36109702196023,40.348340991703665,8.815517645129075,20.868943563563658
2021-01-25,1.9183852842907703,30.081553964751777,200.1630629988546,40.79195275380066,15.444088637318265,19.94746935328483
2021-02-01,1.6711290990214696,35.74758332746654,202.22682306104988,29.583282664672698,-0.18707461671793546,16.472923205205944
2021-02-08,1.2453156213568723,18.950518515530153,128.25122093497404,26.83973307372516,10.850031275834054,13.00347396622053
2021-02-15,1.0766699021212984,16.540304406361624,111.33879205433658,23.107617087845515,9.157492376397308,11.227706674673257
2021-02-22,1.033971897523689,15.5632283359204,105.98580541566545,22.391482754196755,9.253338461961471,10.812849311320221
2021-03-01,1.210065573445908,17.64927657574202,122.38793451768709,26.556947793245207,11.636120044286276,12.707811186886008
2021-03-08,1.3937291622091934,19.89282312754342,139.6931755263721,30.85918340147764,14.024388815575017,14.677812036391124
2021-03-15,1.6060403805639922,22.153350417587852,158.72554058613113,36.040112559139494,17.26110325467854,16.98661698196123
2021-03-22,1.930758652141368,25.29966544453293,186.92638642804084,44.15801867180033,22.65606169252914,20.54725597481947
2021-03-29,1.8156094902292117,23.47093003312387,174.8442965750503,41.72394008140104,21.76209268176659,19.352118092758793
2021-04-05,1.9326820549903847,24.146092284087707,183.6710365592261,44.93708971530852,24.363525456431837,20.67933350173119
2021-04-12,1.8100993104253205,22.61992166223327,172.03702153235685,42.0835786369997,22.8106273363303,19.367217065179318
2021-04-19,1.7781955774888636,22.373351020447572,169.44891436635143,41.24698032784552,22.191154468476373,19.011459554735964
2021-04-26,1.7995277616742644,22.93676248312141,172.3430238442013,41.557834592581344,22.035698117892952,19.211599248363513
2021-05-03,2.043422701639603,26.406897778419417,196.756447615271,46.96488118173777,24.505611091395966,21.78117708789214
2021-05-10,2.01216946885246,25.976290831547306,193.669118706429,46.26324022316126,24.169008806122577,21.450574160250497
2021-05-17,1.9273605900716042,29.543655177396595,199.11818552655214,41.40599710714868,16.486361205179755,20.10504959932324
2021-05-24,1.8856376404544952,28.002437941703302,192.17522555435335,41.07192717695445,17.4182711432468,19.755192386710075
2021-05-31,1.5921525050313636,21.031871257570224,154.63801626218077,36.30835454483407,18.441020700001545,16.927774745425236
2021-06-07,1.2897650778026974,17.30533611354939,126.05080448698033,29.24546824394754,14.555688366567468,13.687423225754282
2021-06-14,1.263799726367828,16.48565982406739,122.13719353433646,28.950596656928635,14.93629486815832,13.45649247510095
2021-06-21,1.0855687370354354,14.094528187494603,104.71918404071971,24.909033954668832,12.924475999380663,11.565019308532632
2021-06-28,1.240350889664284,16.028767839175607,119.43013221423408,28.50761183622535,14.875015312297288,13.221115740112388
2021-07-05,1.2998714362392911,15.973278881333961,122.7535284971279,30.389857544559693,16.767554210579608,13.933635725796371
2021-07-12,1.2455329347901078,15.82932447921201,119.15128598812663,28.792845665854326,15.317956426622354,13.301576184942133
2021-07-19,1.2472302664205308,13.527295466674081,112.52965794758747,30.281072419000218,18.660088220759423,13.539705117334718
2021-07-26,1.2715964206853945,15.768564824843828,120.5001164312772,29.63980062196537,16.198798000036064,13.617034208179684
2021-08-02,1.4338719243523665,15.165805103888879,128.24281854117703,35.05305266440961,22.003895061235536,15.602379460212893
2021-08-09,1.3779839980921502,12.372211910814542,116.81394054356637,35.060249747243255,24.294379314814616,15.20278082589586
2021-08-16,1.3723066330788842,12.39629104009979,116.5517871845276,34.8689967258044,24.087007185330037,15.13303841449062
2021-08-23,1.5136671028233553,14.064925782057923,129.70132689638615,38.2165677188948,26.008314910928874,16.654796622731485
2021-08-30,1.2001676845891414,20.158795185213435,129.13514270130733,24.68476863737963,7.747590664935201,12.352591833655808
2021-09-06,0.9139490235537038,16.80813299962647,102.5921423851008,17.88940166317317,3.817564103110745,9.26878100288442
