date,AFR,AMR,EMR,EUR,SEAR,WPR
2020-12-19,0.0,-0.10441011343312948,0.008848411058016955,30.085273601637095,-0.011396121645474433,-0.14451653056968447
2020-12-20,1.731223679762861e-05,-0.11656018099783216,0.006101529839722533,20.138500130331582,-0.011280232355010479,-0.15584867872458075
2020-12-21,0.0,-0.10495375079699236,0.008787611835023563,33.41252447308164,-0.01134996289286296,-0.1450845233502533
2020-12-22,-0.007768463418734275,7.649193447558547,-3.73127987464978,27.467586132163564,-0.38334511761739387,-7.15522093205777
2020-12-23,-0.007091708398954629,6.956472555226169,-3.685583820584942,33.34687497380645,-0.3772197742166454,-7.0746588733677465
2020-12-24,-0.007042486406319216,6.488060373626158,-3.682235295665065,29.591160273811752,-0.37677323509928423,-7.068756937703544
2020-12-25,-0.007867478698421677,8.024340344013412,-3.738025061766496,29.519135684901073,-0.3842448179201839,-7.167125145286288
2020-12-26,-0.007824890799772041,7.905143344733224,-3.735134275819868,29.046350770395534,-0.38385847282732705,-7.162025735592907
2020-12-27,-0.0,2.5504624212474045,-3.074136990783437,140.21109526806106,-0.2983669071304379,-5.992354532134762
2020-12-28,-0.0076455824762343095,11.370005446179102,-3.7224108003931424,168.83090084733198,-0.3821863964249131,-7.139267950499481
2020-12-29,-0.007687596844544341,11.978297447090306,-3.725416770691474,130.4760923729867,-0.3825788364873227,-7.144636422366944
2020-12-30,-0.007693939577205033,11.693332130840124,-3.725718341350308,169.89267691150275,-0.3826269146229578,-7.145112990842041
2020-12-31,-0.006996025464380411,6.504786427841646,-3.679117244945602,30.441721798618907,-0.376353910536607,-7.063264864461226
2021-01-01,-0.003155472402618793,4.575517278462465,-3.4150360362785417,74.80734327119092,-0.3412120887479361,-6.596781301981203
2021-01-02,-0.0036593445767763447,9.860315655395528,-3.448195637244286,5.9103207427397635,-0.34572487147184044,-6.655071115437354
2021-01-03,-0.005005476379753022,6.566432596392865,-3.542318988127867,151.88084860721233,-0.35815350304739574,-6.821356490071776
2021-01-04,-0.00819913479989122,15.457789198055726,-3.7604290001979614,134.60151942916966,-0.38724054407950753,-7.2065197447202145
2021-01-05,-0.008195530000486508,15.469469955765378,-3.760196894890035,130.22920632061815,-0.38720876596164433,-7.206115732143939
2021-01-06,-0.008260968906462956,15.829006310508849,-3.7646412876194577,141.0246214366873,-0.38780258237409565,-7.213956371550143
2021-01-07,-0.009280915643571868,15.576887844672891,-3.8340340326555915,27.89473553776841,-0.39707529535904806,-7.336563657749524
2021-01-08,-0.00876799898014122,15.64299780112548,-3.799522403031407,58.34321943535781,-0.39243898465378174,-7.275727640500105
2021-01-09,-0.008865301852440097,10.254074218986691,-3.8053005520622127,18.66909193128903,-0.3932698257569903,-7.285703978843007
2021-01-10,-0.006273047021229448,8.728521134200621,-3.6293751260763165,119.41462912566153,-0.3697404491015652,-6.975145012336879
2021-01-11,-0.008349570274949297,16.526500476660853,-3.770743920928879,130.36227095557587,-0.3886128277147016,-7.224758952356767
2021-01-12,-0.00821809476322156,15.708651949350154,-3.761775962392911,120.12965284454921,-0.3874169411089591,-7.2089214421044945
2021-01-13,-0.007600261947929368,11.318239496098393,-3.719412465199585,137.69072777194677,-0.3817809868285117,-7.134012592490346
2021-01-14,-0.008997407937914181,10.467344971924653,-3.8142800984854848,19.39376833128371,-0.39446920501097676,-7.301549985116422
2021-01-15,-0.008132689580746059,10.28512509658653,-3.755981093568271,54.15848638623053,-0.3866456191008551,-7.198752967622517
2021-01-16,-0.005990680650760949,9.552547625673947,-3.6101284973565098,8.77984741913121,-0.3671850025551339,-6.941345011487882
2021-01-17,-0.07512037494657817,1.2457683467955931,1.7906330809006308,73.07943569465493,-0.8032343604681119,-9.51105449506796
2021-01-18,-0.0825001652170552,4.5418007923004335,4.9886088833947575,63.16073105627138,-0.8688168832674781,-10.352827397412854
2021-01-19,-0.03854528223809144,6.112896174855377,-0.0,73.78860832097044,-0.5799354739291548,-8.36286780722084
